datetime,timestamp,open,high,low,close,volume
2023-01-01 00:00:00,1672531200,0.2018,0.2038,0.2002,0.2025,533852.88076
2023-01-02 00:00:00,1672617600,0.2025,0.2063,0.1993,0.2047,687276.13621
2023-01-03 00:00:00,1672704000,0.2045,0.2067,0.2031,0.2061,558408.39313
2023-01-04 00:00:00,1672790400,0.2061,0.2122,0.2061,0.2097,965894.23565
2023-01-05 00:00:00,1672876800,0.2097,0.2131,0.2074,0.2103,735583.97191
2023-01-06 00:00:00,1672963200,0.2103,0.2318,0.2046,0.2128,1330461.52157
2023-01-07 00:00:00,1673049600,0.2129,0.2148,0.2108,0.2123,598578.39956
2023-01-08 00:00:00,1673136000,0.2123,0.2195,0.2097,0.219,1085878.427
2023-01-09 00:00:00,1673222400,0.2191,0.23,0.2178,0.2247,2029010.94364
2023-01-10 00:00:00,1673308800,0.2249,0.2578,0.2213,0.2339,4501410.04703
2023-01-11 00:00:00,1673395200,0.2341,0.2389,0.2256,0.2386,2379789.01782
2023-01-12 00:00:00,1673481600,0.2387,0.2439,0.2308,0.243,1855855.11813
2023-01-13 00:00:00,1673568000,0.2429,0.2531,0.2414,0.2508,1476723.81121
2023-01-14 00:00:00,1673654400,0.2506,0.2711,0.2472,0.2609,4147997.47714
2023-01-15 00:00:00,1673740800,0.2611,0.2683,0.2536,0.2656,2408773.75821
2023-01-16 00:00:00,1673827200,0.2655,0.2725,0.2555,0.2635,2260618.34874
2023-01-17 00:00:00,1673913600,0.2634,0.268,0.2578,0.2633,1411939.34178
2023-01-18 00:00:00,1674000000,0.2631,0.282,0.2492,0.2517,5826423.67888
2023-01-19 00:00:00,1674086400,0.2517,0.26,0.2505,0.2572,1224227.31146
2023-01-20 00:00:00,1674172800,0.2573,0.2796,0.2511,0.2786,2146236.09321
2023-01-21 00:00:00,1674259200,0.2786,0.2845,0.2722,0.2738,2680235.04283
2023-01-22 00:00:00,1674345600,0.2739,0.2879,0.2732,0.2777,2332429.65293
2023-01-23 00:00:00,1674432000,0.2777,0.291,0.2777,0.289,2546670.77325
2023-01-24 00:00:00,1674518400,0.2891,0.3277,0.2769,0.281,7215524.29227
2023-01-25 00:00:00,1674604800,0.2812,0.2938,0.2734,0.2883,2573129.61863
2023-01-26 00:00:00,1674691200,0.2883,0.3065,0.2871,0.2919,3691966.27479
2023-01-27 00:00:00,1674777600,0.2921,0.304,0.2833,0.3024,2257965.98699
2023-01-28 00:00:00,1674864000,0.3025,0.3046,0.2896,0.2934,1460306.39824
2023-01-29 00:00:00,1674950400,0.2934,0.3036,0.2902,0.3018,2207399.11965
2023-01-30 00:00:00,1675036800,0.3018,0.304,0.2739,0.2787,2558185.10826
2023-01-31 00:00:00,1675123200,0.2787,0.2873,0.2762,0.2832,2042070.21723
2023-02-01 00:00:00,1675209600,0.2831,0.2987,0.2688,0.2922,3109306.9381
2023-02-02 00:00:00,1675296000,0.2925,0.3099,0.2925,0.2965,3369468.91865
2023-02-03 00:00:00,1675382400,0.2965,0.3135,0.2942,0.313,2326430.94733
2023-02-04 00:00:00,1675468800,0.3128,0.3237,0.3081,0.3186,2888807.04267
2023-02-05 00:00:00,1675555200,0.3186,0.33,0.2962,0.3049,4511286.48172
2023-02-06 00:00:00,1675641600,0.3049,0.3049,0.3049,0.3049,0.0
