datetime,timestamp,open,high,low,close,volume
2022-01-01 00:00:00,1640995200,0.1179,0.1261,0.1178,0.1249,14311827.07134
2022-01-02 00:00:00,1641081600,0.1249,0.1254,0.1161,0.1208,12974440.65685
2022-01-03 00:00:00,1641168000,0.1208,0.1408,0.1183,0.1235,43507122.46586
2022-01-04 00:00:00,1641254400,0.1236,0.127,0.117,0.1192,15392589.68767
2022-01-05 00:00:00,1641340800,0.1191,0.122,0.0897,0.1017,30072957.0298
2022-01-06 00:00:00,1641427200,0.1013,0.1079,0.0919,0.1019,35624313.8685
2022-01-07 00:00:00,1641513600,0.1017,0.1115,0.0904,0.1004,40532289.08214
2022-01-08 00:00:00,1641600000,0.1004,0.1051,0.09,0.0944,21042408.67089
2022-01-09 00:00:00,1641686400,0.0944,0.0991,0.0853,0.0897,17564782.86969
2022-01-10 00:00:00,1641772800,0.0898,0.0917,0.0729,0.0772,35675920.99716
2022-01-11 00:00:00,1641859200,0.0772,0.0807,0.0713,0.077,18330926.29552
2022-01-12 00:00:00,1641945600,0.077,0.0875,0.0768,0.0819,26253389.75514
2022-01-13 00:00:00,1642032000,0.0819,0.0882,0.0773,0.0793,21717680.70126
2022-01-14 00:00:00,1642118400,0.0794,0.0811,0.0724,0.079,20407900.58441
2022-01-15 00:00:00,1642204800,0.079,0.0798,0.0751,0.0756,11303541.86695
2022-01-16 00:00:00,1642291200,0.0757,0.084,0.0733,0.0799,24238656.90705
2022-01-17 00:00:00,1642377600,0.08,0.0807,0.0644,0.0676,19623541.35802
2022-01-18 00:00:00,1642464000,0.0675,0.0686,0.0606,0.0631,16498159.51481
2022-01-19 00:00:00,1642550400,0.0631,0.0656,0.0565,0.0575,20873084.9173
2022-01-20 00:00:00,1642636800,0.0576,0.0639,0.0519,0.0529,23861239.82185
2022-01-21 00:00:00,1642723200,0.0528,0.0546,0.0385,0.0417,39430194.60594
2022-01-22 00:00:00,1642809600,0.0417,0.0438,0.0322,0.0376,28693631.63414
2022-01-23 00:00:00,1642896000,0.0376,0.0419,0.034,0.0375,18628608.35629
2022-01-24 00:00:00,1642982400,0.0375,0.0398,0.0305,0.0376,24735995.01753
2022-01-25 00:00:00,1643068800,0.0375,0.0416,0.0363,0.04,18930065.75
2022-01-26 00:00:00,1643155200,0.0401,0.0486,0.0383,0.0439,27199041.11538
2022-01-27 00:00:00,1643241600,0.0439,0.0549,0.0415,0.0541,45302895.17845
2022-01-28 00:00:00,1643328000,0.0542,0.0573,0.0497,0.0567,23267931.19893
2022-01-29 00:00:00,1643414400,0.0567,0.0956,0.0545,0.0907,113754913.19439
2022-01-30 00:00:00,1643500800,0.0908,0.0989,0.0742,0.0774,160701183.99602
2022-01-31 00:00:00,1643587200,0.0774,0.1006,0.07,0.0975,125857975.15128
2022-02-01 00:00:00,1643673600,0.0974,0.1048,0.0826,0.0861,102613138.72958
2022-02-02 00:00:00,1643760000,0.0861,0.0941,0.0756,0.0786,82595604.67928
2022-02-03 00:00:00,1643846400,0.0785,0.0859,0.0712,0.0779,76549379.14545
2022-02-04 00:00:00,1643932800,0.0779,0.0848,0.0754,0.0798,65289768.58443
2022-02-05 00:00:00,1644019200,0.0798,0.1146,0.078,0.1089,154164672.13505
2022-02-06 00:00:00,1644105600,0.1089,0.114,0.0885,0.0929,95855260.69508
2022-02-07 00:00:00,1644192000,0.093,0.1,0.0864,0.0901,118410345.99475
2022-02-08 00:00:00,1644278400,0.0901,0.0915,0.0767,0.0799,128921064.06225
2022-02-09 00:00:00,1644364800,0.0799,0.0873,0.0795,0.086,81075048.21196
2022-02-10 00:00:00,1644451200,0.0861,0.0899,0.0718,0.0744,104883944.33442
2022-02-11 00:00:00,1644537600,0.0744,0.0793,0.0632,0.0654,69751140.94436
2022-02-12 00:00:00,1644624000,0.0654,0.075,0.0613,0.0682,77691245.80234
2022-02-13 00:00:00,1644710400,0.0682,0.072,0.0617,0.0626,45339218.39226
2022-02-14 00:00:00,1644796800,0.0626,0.0711,0.0596,0.0688,67518680.02128
2022-02-15 00:00:00,1644883200,0.0687,0.075,0.0682,0.0729,50581237.42813
2022-02-16 00:00:00,1644969600,0.073,0.0743,0.0662,0.0695,33971501.73062
2022-02-17 00:00:00,1645056000,0.0695,0.071,0.0598,0.0608,32689102.93758
2022-02-18 00:00:00,1645142400,0.0607,0.0632,0.058,0.0602,34023991.52061
2022-02-19 00:00:00,1645228800,0.0602,0.0638,0.0582,0.0593,29930990.99632
2022-02-20 00:00:00,1645315200,0.0593,0.0597,0.0511,0.0531,41695621.82508
2022-02-21 00:00:00,1645401600,0.0532,0.0571,0.047,0.0474,44192307.17323
2022-02-22 00:00:00,1645488000,0.0475,0.0506,0.0459,0.0502,30623509.98728
2022-02-23 00:00:00,1645574400,0.0502,0.0546,0.0472,0.0476,46887380.18513
2022-02-24 00:00:00,1645660800,0.0475,0.0555,0.0405,0.0532,71891953.2217
2022-02-25 00:00:00,1645747200,0.0531,0.0706,0.0519,0.0696,106889062.48454
2022-02-26 00:00:00,1645833600,0.0697,0.0746,0.0666,0.0712,99830031.9575
2022-02-27 00:00:00,1645920000,0.0712,0.0726,0.0591,0.0605,73487827.86928
2022-02-28 00:00:00,1646006400,0.0604,0.072,0.0582,0.0703,73198381.31351
2022-03-01 00:00:00,1646092800,0.0704,0.0764,0.0665,0.0703,90827262.8533
2022-03-02 00:00:00,1646179200,0.0704,0.0723,0.0634,0.0655,55261680.24092
2022-03-03 00:00:00,1646265600,0.0655,0.0671,0.0603,0.0637,41782158.68455
2022-03-04 00:00:00,1646352000,0.0637,0.0641,0.0549,0.0566,47039504.38339
